Rod_Length,Young_Modulus,Density,Damping_Coefficient,Boundary_Condition,Adhesive_Type,Total_Energy,Contact_Stress
2.051287092,129669000000.0,2553.064363,0.109530194,fixed-fixed,Silicone,48691119.76,135092561.44920382
1.670235261,17151584864.0,4977.952254,0.071185243,fixed-fixed,Acrylic,2926224.425,66308560.366498
1.403205881,,5233.050083,0.06852549,fixed-free,Acrylic,25413965.46,
1.788862532,177887000000.0,4725.532434,0.142247006,fixed-free,Acrylic,31149578.53,564391522.096353
1.755961257,12787651997.0,1616.544092,0.198155259,fixed-fixed,Acrylic,6348415.356,27063318.255863715
0.819734977,54571950497.0,6853.128556,0.146498135,free-free,Acrylic,3168712.43,89423443.59378622
,153474000000.0,2974.818007,0.10600634,fixed-free,Polyurethane,53632643.59,758672166.2686296
1.270484967,155331000000.0,1891.472274,0.141282441,fixed-fixed,Acrylic,53980133.5,543276028.1146936
1.626805268,37779821577.0,6900.077574,0.103354738,fixed-free,Epoxy,4639953.287,165019225.96078718
1.994122704,43236710654.0,7970.928063,0.022864096,free-free,Epoxy,5586959.477,167399947.4429304
1.02544861,75725458628.0,7027.47588,0.12443228,fixed-fixed,Polyurethane,5132652.343,377043774.9853401
0.660971153,91530966237.0,6624.424694,0.190594894,fixed-free,Silicone,4671301.812,375606415.4705076
0.829766821,118516000000.0,5741.036554,0.042798652,free-free,Epoxy,8943958.31,520831321.035323
1.113891603,75756494826.0,4863.296174,0.139933723,fixed-free,Silicone,8805972.506,148790435.84748188
1.798635383,95975659770.0,1609.677002,0.050960621,free-free,Polyurethane,50733987.36,446648385.4387685
1.942846746,163439000000.0,3768.331012,0.118539304,free-free,Silicone,34111765.56,612177078.7029915
0.536549272,7290780916.0,3661.535331,0.029788101,fixed-fixed,Silicone,547592.6387,17052452.226486575
1.333385943,46519837308.0,2846.065489,0.098980848,free-free,Silicone,10792375.05,107922593.96292229
1.092410737,157026000000.0,6013.275214,0.144166423,fixed-free,Silicone,12462730.12,445330190.54553556
0.775670723,171404000000.0,4436.334074,0.078918934,free-free,Polyurethane,16187243.08,213510203.05956107
0.635822022,101507000000.0,1585.736809,0.124550791,free-free,Epoxy,21916784.54,437509937.6987989
0.962054063,110133000000.0,2589.63823,0.152624375,fixed-fixed,Acrylic,22834692.88,461236191.48742497
1.97365401,21408754946.0,5786.274878,0.179855217,free-free,Silicone,3591786.951,35075771.1609447
0.954042148,81869624415.0,1448.147345,0.055922186,free-free,Epoxy,28251110.14,124676844.16479193
1.331750433,108990000000.0,6751.466529,0.087924735,fixed-free,Epoxy,10148390.76,357557021.31292266
1.611352316,46533167777.0,4654.104987,0.038026402,fixed-fixed,Polyurethane,9330159.584,63851536.49610381
1.073247393,54689032619.0,4391.083841,0.206703412,fixed-fixed,Epoxy,6327230.734,226337029.24706805
1.836639465,69751216038.0,5172.394233,0.184658684,fixed-fixed,Polyurethane,13129032.82,178365213.8641711
1.926933404,4198472360.0,6719.210563,0.118085263,free-free,Silicone,588782.9745,20222757.590288408
0.877935955,61951644087.0,3292.695915,0.179715539,fixed-fixed,Silicone,8226128.125,140673570.61986503
1.221139973,44741178875.0,5451.082368,0.11330536,free-free,Acrylic,4479406.926,137379258.13073024
0.979112885,68222065235.0,5480.52981,0.118834623,free-free,Acrylic,6315399.795,93817207.54024068
0.915876858,24277851884.0,2908.359424,0.026477237,fixed-free,Acrylic,3883421.36,56041430.177360505
0.548682271,182058000000.0,7365.390598,0.144126337,fixed-free,Epoxy,6395119.567,618186119.4240041
1.306327036,119621000000.0,6553.404792,0.036466013,fixed-free,Silicone,13111510.33,166022666.02208558
1.315187716,127495000000.0,5572.842557,0.161374845,fixed-free,Polyurethane,15152289.7,143208187.07302758
0.542561093,176411000000.0,6510.876027,0.152068357,fixed-free,Acrylic,7159336.052,409143911.0822659
,109700000000.0,6680.489807,0.144355043,free-free,Polyurethane,6625940.491,372521997.94709927
1.852738049,18319066963.0,5358.626565,0.016679553,free-free,Polyurethane,2680569.089,20838629.87480116
0.887200094,112215000000.0,6505.071265,0.071084411,fixed-fixed,Acrylic,6757591.043,
0.692623651,123050000000.0,5983.634035,0.058430426,free-free,Silicone,7431702.537,584293229.2088009
,142998000000.0,5761.577728,0.076978048,free-free,Acrylic,16647625.41,259492465.03529543
1.902107687,94451744278.0,5482.251479,0.028535366,fixed-free,Polyurethane,14790289.36,223100744.95054626
0.841898912,25739859664.0,6170.718593,0.200729964,free-free,Acrylic,1686346.565,120976208.01067808
1.364273267,50961976152.0,2040.45183,0.118049733,fixed-free,Polyurethane,20034704.1,158022836.0751799
1.591860312,,6814.56815,0.068346399,fixed-fixed,Polyurethane,8146397.684,
0.839713945,116311000000.0,6204.21929,0.08575544,fixed-fixed,Acrylic,7624884.43,446251967.46714854
1.777540253,109358000000.0,1244.360792,0.088511006,free-free,Epoxy,75509966.87,404140415.85604084
1.085588679,69798323044.0,6961.26533,0.119074027,fixed-fixed,Acrylic,5378170.56,103770610.72314651
1.60330226,203890000000.0,1953.075882,0.11151318,free-free,Epoxy,70744488.23,450192311.3864376
1.43324343,117337000000.0,3389.759484,0.174555846,fixed-fixed,Polyurethane,26211172.73,310572995.783759
1.339277971,48546528536.0,6444.209747,0.092747574,fixed-free,Polyurethane,5043864.902,190824457.55083075
0.627289721,19115268611.0,2142.088714,0.193609694,fixed-free,Epoxy,3067227.792,63893024.22585704
1.748048686,30843846870.0,6872.175706,0.163454668,fixed-free,Polyurethane,3979322.199,139971163.02661
0.923058969,49517805674.0,6916.499469,0.053177422,fixed-free,Epoxy,3503744.024,162911185.95129904
0.749427484,31937857779.0,4373.483584,0.198175594,free-free,Epoxy,2455794.99,124496325.37851222
unknown,35975772308.0,1061.935892,0.030747927,fixed-fixed,Polyurethane,9159196.308,140265742.83576572
1.392246978,62315461455.0,2905.242252,0.16179958,free-free,Silicone,13688484.99,245498999.81285197
1.393479174,35248059029.0,4954.617906,0.084754236,fixed-free,Epoxy,4801282.457,135301820.90109468
0.562458794,170569000000.0,8368.728586,0.175912239,free-free,Acrylic,6213713.815,771494300.2016042
1.371703798,14914931215.0,5399.362916,0.16961253,fixed-fixed,Acrylic,2037814.788,74218378.81819648
0.840786183,107184000000.0,2776.712052,0.168926343,free-free,Polyurethane,15763051.69,534990025.49236554
1.544309021,82479518587.0,5368.585371,0.171937356,fixed-fixed,Silicone,11802145.52,364187373.6829388
0.780734089,183789000000.0,4628.356474,0.06359854,free-free,Polyurethane,14820998.62,282505305.69698876
1.484972013,21426063109.0,6872.684097,0.025972293,fixed-fixed,Silicone,2641005.937,33636456.55417945
1.050810429,85999106100.0,1796.557938,0.089357462,fixed-fixed,Epoxy,23765969.17,157759676.97785166
1.818839689,197128000000.0,6073.51143,0.042857966,fixed-free,Epoxy,29552331.91,213633308.31985155
0.715875686,174219000000.0,4880.936771,0.142211211,fixed-fixed,Epoxy,13064255.61,518888818.60830796
1.039432725,167051000000.0,7488.13516,0.076035048,fixed-free,Epoxy,9908194.948,720860083.2602559
0.592103702,51713582794.0,3187.047606,0.201874637,fixed-free,Acrylic,4854939.317,180989492.35070434
1.800669144,34580016734.0,5637.750089,0.125786415,fixed-free,Acrylic,5722028.563,131013217.39717321
1.829283186,122987000000.0,7296.349823,0.167342334,free-free,Polyurethane,15579801.92,600959207.8742775
0.835029296,181932000000.0,1794.585997,0.03480912,free-free,Silicone,46903020.96,229552648.67634135
,120351000000.0,7208.303844,0.170115656,free-free,Epoxy,10856984.84,396613836.81225425
1.641933651,111438000000.0,6120.64086,0.186227273,free-free,Epoxy,17494786.87,
1.411573751,52824103580.0,1542.281336,0.095763109,fixed-fixed,Silicone,25025565.2,208340319.9356253
1.314308107,162614000000.0,3268.675829,,fixed-fixed,Silicone,33051010.02,399640823.58783644
0.833117735,37261169128.0,6039.768948,0.154466623,free-free,Polyurethane,2704909.103,154524013.19218624
0.652979556,62381012678.0,1469.247815,0.041230541,fixed-fixed,Silicone,13919770.53,151423614.55131403
1.811056797,88280760731.0,4739.534096,0.112346265,fixed-fixed,Epoxy,15891922.92,423523049.37460405
1.783592002,101341000000.0,3544.069796,0.081661819,fixed-free,Epoxy,27292784.25,121711150.27162662
1.521338975,50202295575.0,5363.889104,0.041267141,fixed-free,Epoxy,5921703.812,181160864.07118922
1.004837807,25628971162.0,1309.22933,0.075354367,fixed-free,Epoxy,9323718.781,54782227.40610322
0.960724294,119383000000.0,7270.271802,0.023310514,fixed-free,Epoxy,9068253.203,346517795.08355933
1.607711844,60578826148.0,7957.315593,0.013589529,fixed-fixed,Polyurethane,5920652.71,60964418.89440036
1.79632848,109382000000.0,8255.72594,0.035849156,free-free,Epoxy,13403819.42,120400320.84243178
1.760436159,33199543526.0,6580.399619,0.214228465,fixed-fixed,Polyurethane,4542965.32,147639083.37606356
1.680516462,97313828669.0,1969.698911,0.120682849,fixed-fixed,Epoxy,44993770.74,144937233.16722143
1.536826748,101380000000.0,6652.235133,0.173458243,fixed-fixed,Acrylic,12771290.84,500140131.8864314
0.626467048,11151672282.0,1166.875553,0.087146347,fixed-free,Acrylic,2626992.017,11272050.47607997
0.726390456,63467323303.0,1154.098907,0.063734837,fixed-free,Acrylic,18901841.99,76400243.91425727
1.879930117,29337115633.0,3239.865957,0.106659665,fixed-free,Acrylic,7388271.858,56319758.82860868
1.539103293,13848509872.0,4285.409174,0.093328263,free-free,Polyurethane,2132835.107,34982641.906400256
0.495287828,181236000000.0,6363.851537,0.031561549,fixed-fixed,Polyurethane,8318041.955,253994349.42692116
unknown,63661379505.0,5837.188652,0.132088334,free-free,Silicone,3602909.91,140143594.33529764
1.437371817,156854000000.0,3987.622206,0.046179986,fixed-free,Epoxy,29151029.57,642341062.8299743
0.508909043,48134482322.0,2749.436856,0.122087451,free-free,Acrylic,4487444.92,176925764.0658726
0.72997602,132185000000.0,8315.859361,0.127778459,fixed-fixed,Polyurethane,6380020.678,443269125.3406516
1.256159994,158967000000.0,3964.245969,0.034346379,fixed-fixed,Epoxy,25302482.09,341116213.5710996
1.591074785,123272000000.0,3890.422599,0.020864986,fixed-free,Epoxy,24286134.29,445158924.5138282
1.366841363,86694780614.0,,0.158410411,fixed-free,Polyurethane,34388578.25,349246185.24725217
0.833221568,79702417727.0,6688.912018,0.09441013,free-free,Acrylic,5008550.149,82545135.88042663
1.455088846,69651957774.0,6372.078915,0.020679968,fixed-free,Silicone,8150201.991,322697659.2619009
0.824462055,201590000000.0,2469.946332,0.19419187,fixed-free,Epoxy,31059367.17,289439219.02469766
0.923531745,170103000000.0,1509.721175,0.020366054,fixed-fixed,Silicone,49796477.7,700094579.0138111
1.596019156,201703000000.0,6073.932632,0.155193771,fixed-free,Acrylic,27778340.74,640634916.0238366
1.572199457,24896836940.0,5439.229358,0.201071375,fixed-free,Acrylic,3300952.462,83077604.52371454
1.675179909,116509000000.0,2885.798741,0.054396664,fixed-fixed,Silicone,42473318.96,246468032.9498776
1.592140747,186238000000.0,7149.870044,0.035831116,fixed-fixed,Acrylic,17259202.78,762884110.6971083
1.330645031,35462026454.0,1955.629331,0.03027853,free-free,Epoxy,11681962.87,38377060.230224036
0.649073172,13889585606.0,3711.702622,0.066280229,fixed-free,Silicone,1069958.72,35833603.484944515
1.004175881,139243000000.0,7669.219241,0.029303095,fixed-fixed,Acrylic,10244351.58,190891282.71537292
0.971958849,110029000000.0,4169.927332,0.144879064,free-free,Silicone,11827432.23,400366147.3508183
0.847205674,178240000000.0,5773.486392,0.021224559,free-free,Epoxy,12743677.06,761526549.5417606
1.989291881,27936626352.0,3599.549661,0.110707433,fixed-free,Acrylic,7322868.04,112915243.73500666
1.174390454,,3008.762061,0.204618948,fixed-free,Epoxy,28937223.16,
1.867741759,40396787457.0,7532.433757,0.162991528,free-free,Acrylic,4805817.389,173850087.08551255
1.451730392,34288614161.0,3686.384374,0.124098957,fixed-fixed,Polyurethane,6482405.437,142934003.34455645
,35545456546.0,,0.063642161,free-free,Acrylic,4026680.067,173329807.7797651
1.370097109,156422000000.0,2730.085148,0.123272684,fixed-free,Silicone,41892464.9,377140792.3281212
1.424864252,127247000000.0,2572.488815,0.110153484,fixed-fixed,Acrylic,36419086.41,421893227.53193545
1.124635854,103900000000.0,1192.678632,0.102347435,fixed-fixed,Epoxy,52469978.5,390895425.368362
0.789899919,67198716069.0,5405.595774,0.037516057,free-free,Epoxy,4997739.137,189666091.91207448
1.525354198,172405000000.0,3381.12331,0.195824719,fixed-free,Acrylic,39581492.58,263184021.5584634
0.999943765,74932171274.0,7703.675829,0.093684708,free-free,Silicone,4965019.637,367558041.8983776
0.585195073,164597000000.0,4070.064293,0.046581652,free-free,Polyurethane,9364079.219,584788768.627388
1.385051465,87267900307.0,7715.79757,0.080776892,free-free,Silicone,8256622.591,95144675.54612023
0.683154537,,2291.959425,0.093419523,fixed-fixed,Polyurethane,11830135.89,
1.917503332,86674857813.0,6482.477895,0.167604889,fixed-fixed,Epoxy,11541648.47,260122479.2369519
1.911085296,67233913679.0,6039.900439,0.151380149,fixed-free,Silicone,8553152.448,188989654.7771344
1.808217331,140702000000.0,6567.156851,0.156246576,fixed-free,Polyurethane,23195596.88,554416199.764252
1.052345421,103103000000.0,7360.447414,0.012904186,free-free,Acrylic,7372693.786,500548830.77225155
0.554782728,45198477579.0,6354.987827,0.086939176,free-free,Epoxy,1992147.371,89294061.23857366
2.013340116,173987000000.0,,0.102760159,free-free,Acrylic,34641147.08,219742825.87686914
1.136371089,77496932584.0,1828.54872,0.013938999,fixed-free,Epoxy,19682798.03,364454494.3845434
1.90167736,106261000000.0,1295.453986,0.059969996,fixed-fixed,Silicone,86115539.2,493533943.9747953
1.944464714,198745000000.0,7630.856091,0.136309716,fixed-fixed,Silicone,20055188.66,374163332.9555461
1.791403703,128138000000.0,5235.551089,0.036931932,free-free,Epoxy,22069264.24,309236039.88613456
0.894632793,20829178228.0,6988.5534,0.122182796,free-free,Epoxy,1505006.218,63886353.535601676
0.958291697,186292000000.0,3883.361778,0.051085412,free-free,Epoxy,21635996.13,804564678.4355549
1.7530508,112468000000.0,1845.680295,,free-free,Silicone,61026007.27,396526052.220162
1.025440789,67446674178.0,2052.348031,0.051407037,fixed-free,Polyurethane,17331510.54,134277741.1725843
,26737050060.0,5864.889487,0.199673353,fixed-fixed,Acrylic,1769658.105,58774835.07434776
1.360332305,160506000000.0,4208.591762,0.170792201,free-free,Acrylic,25038656.92,262818989.09055114
1.99140846,125019000000.0,2200.100143,0.188480742,fixed-free,Silicone,51720029.94,148998058.40622926
1.585176477,108233000000.0,4367.504523,0.103081225,free-free,Acrylic,19129147.04,438708025.15109146
1.275966485,176615000000.0,1365.518758,0.032672725,free-free,Epoxy,82472508.46,492068275.08754015
0.695410638,156133000000.0,5363.205217,0.10399447,fixed-fixed,Polyurethane,10116422.81,522695686.5436677
1.495519325,31743359017.0,2829.702691,0.104114991,free-free,Acrylic,7768467.752,34265719.62193904
2.094086849,,6741.956914,,fixed-fixed,Polyurethane,9949022.161,
0.711046245,46681908578.0,,0.026279442,fixed-fixed,Epoxy,5944489.752,217377646.4152115
1.143419626,144450000000.0,3968.880261,0.099828087,fixed-fixed,Acrylic,21362132.34,695972369.1051657
1.879537202,6502850746.0,1140.740033,,fixed-free,Silicone,5488281.462,7254602.293491634
1.647424988,122074000000.0,1600.185207,0.070330163,fixed-free,Polyurethane,64839949.66,269117409.17442816
1.637716587,151344000000.0,3891.650649,0.15149645,fixed-fixed,Epoxy,29640327.27,600307893.1740952
1.670417125,171409000000.0,4051.778293,0.10034041,free-free,Polyurethane,29582790.67,612473254.1445241
1.042584846,69430949287.0,5348.685679,0.080167626,fixed-fixed,Acrylic,6953120.213,128757741.51006754
0.942422486,170633000000.0,3226.960472,0.086743898,free-free,Acrylic,26232415.62,348040165.50323164
1.738953323,22879718666.0,5769.162442,0.095968671,fixed-fixed,Silicone,3040430.509,59001040.72635777
1.719138687,169485000000.0,6904.786528,0.147690113,free-free,Epoxy,20121404.57,572062090.701126
1.684922742,26098866002.0,6564.790994,0.178258345,fixed-free,Epoxy,3643217.915,128981812.19412263
1.751889184,76491496789.0,1077.486458,0.193323121,free-free,Silicone,59964515.91,234878323.1625786
1.33153405,157870000000.0,4015.309494,0.154290566,fixed-fixed,Silicone,22311972.49,508441640.651633
1.232428084,33695016304.0,1577.396983,0.06625079,fixed-free,Epoxy,11216080.0,67244303.6211545
1.734712677,45326718826.0,2719.669083,0.139817519,free-free,Polyurethane,14247972.66,216038027.72050118
1.581371575,144806000000.0,7552.941313,0.092976957,free-free,Polyurethane,12441195.48,657428226.5678164
1.570631464,153223000000.0,1813.013968,0.05706613,free-free,Silicone,57491677.52,403097889.50000757
1.707107096,118733000000.0,,0.174921869,free-free,Polyurethane,24208668.2,545172031.6082611
1.957397499,139586000000.0,5794.001481,0.017409178,free-free,Epoxy,22491756.71,692003918.1689771
0.944699434,104534000000.0,6064.096625,0.16061361,fixed-free,Acrylic,8873438.487,106362705.00875448
1.055143769,46429316207.0,5032.63965,0.102338932,fixed-free,Acrylic,5479687.329,231806301.95348632
0.709534951,74615314719.0,1098.0111,0.126564894,fixed-free,Polyurethane,20765924.38,365810629.6747048
1.315654823,37557253199.0,3116.326504,0.131569649,fixed-free,Silicone,7312618.071,173511987.43581098
0.527567103,187430000000.0,4933.534694,0.159326867,fixed-fixed,Silicone,10728022.44,342753591.21119505
1.309631373,120409000000.0,1554.296141,0.125728422,fixed-free,Silicone,43505465.31,373046504.3162319
1.256691322,77019163521.0,3189.501675,0.117987981,free-free,Silicone,15810093.61,91325212.13614327
0.966675513,78433275392.0,1218.877069,0.02299716,free-free,Silicone,36632850.72,243831660.58940375
1.394992889,186454000000.0,1516.9933,0.111632003,fixed-free,Polyurethane,89383513.74,782807007.4333558
0.561601996,30415104921.0,4058.349849,0.035427691,free-free,Acrylic,2229207.939,49881302.43560686
0.561205846,104486000000.0,1998.136531,0.152219477,fixed-free,Acrylic,16206997.52,451059047.41440606
1.714051944,93016043612.0,4884.403918,0.116345052,free-free,Polyurethane,17054789.15,380192060.41155297
1.040257436,125261000000.0,5866.196962,0.142012804,fixed-fixed,Silicone,11524779.73,470652008.19965506
0.626844664,3630047175.0,6735.44109,0.017360236,fixed-fixed,Polyurethane,200125.1819,15339715.85616782
1.234507846,173657000000.0,2425.131493,0.024442179,fixed-free,Acrylic,46458662.13,622601085.2413616
1.607221585,179445000000.0,2247.627086,0.135144255,fixed-free,Epoxy,75718272.85,700635954.1518929
0.865195599,102937000000.0,,0.02573439,fixed-free,Polyurethane,24790169.16,367939151.40518
1.499761989,133203000000.0,,,free-free,Silicone,18514308.79,619239608.0471754
0.645975688,190795000000.0,5840.473008,0.012816134,fixed-free,Acrylic,9301095.42,732210503.5153338
0.58862462,135365000000.0,1268.184161,0.185248648,fixed-fixed,Acrylic,34553748.26,394923800.7413323
1.238445841,31846134392.0,7595.922843,0.137701869,free-free,Acrylic,2563785.472,157170762.9416427
1.368064668,120835000000.0,1358.082163,0.077943874,fixed-free,Acrylic,55508047.28,311686631.6226048
1.545965015,121818000000.0,4683.517761,0.068999228,free-free,Silicone,17956119.18,462616501.549644
,88405776153.0,5633.013928,0.072072254,free-free,Epoxy,12447792.06,285141204.4131233
,161220000000.0,7289.062285,0.161128743,fixed-free,Acrylic,22424853.54,345242877.2509521
1.205811555,178917000000.0,5786.260873,0.137327743,free-free,Polyurethane,18780815.23,273197320.8354041
1.041070898,,7115.129811,0.043928881,fixed-fixed,Epoxy,13151004.83,
1.704955255,96168391977.0,46256.062681386255,1.5,fixed-fixed,Acrylic,23004808.79,277012911.64045703
0.95683891,23016473473.0,6773.74719,0.029795061,free-free,Epoxy,1467578.159,75735295.83427209
1.114252004,189267000000.0,1605.481132,0.137140639,fixed-free,Polyurethane,71213137.57,726093570.9848809
0.632770091,158416000000.0,7260.681901,0.150530858,free-free,Acrylic,7228722.021,428573310.24635756
0.550594574,24771681165.0,5248.787996,0.064669453,fixed-fixed,Polyurethane,1361577.987,91329469.43087308
1.923020563,197992000000.0,7130.20018,0.013638876,free-free,Silicone,28688623.12,233178466.79747275
1.639420425,177753000000.0,4594.77939,0.024231811,free-free,Acrylic,36093616.22,794369863.1986957
1.491967099,102829000000.0,5465.119358,0.188947658,fixed-fixed,Acrylic,15127611.99,407696329.1161338
1.105571346,,4609.344105,0.062025238,free-free,Acrylic,13829180.44,
0.703819613,75614485912.0,5889.469213,0.154283379,free-free,Acrylic,5156816.099,99402408.60061754
0.751381739,11384148189.0,46256.062681386255,1.5,fixed-free,Silicone,2646738.582,37909011.82390922
0.865005033,64940481415.0,1448.538601,0.079273997,fixed-free,Acrylic,21426630.97,120941112.00937288
1.50178324,153986000000.0,2818.745475,0.046360949,fixed-fixed,Epoxy,36964691.2,560500907.7382361
1.569689671,862863086.3,2221.922676,0.034200221,fixed-fixed,Acrylic,326913.1456,3599697.5939132613
1.512633139,68614522364.0,6428.888598,0.11713365,fixed-fixed,Silicone,7183384.835,86660945.09706439
0.923786597,80632768306.0,2659.969008,0.136652813,fixed-free,Acrylic,15995431.89,296499201.1233694
1.971670448,105464000000.0,7857.394463,0.127465632,fixed-fixed,Epoxy,13335439.52,457159099.9887196
1.573689788,168112000000.0,3148.877735,0.113607416,fixed-fixed,Silicone,45928655.76,804943858.4686831
1.38296667,64433001129.0,2277.335596,0.017714033,fixed-fixed,Silicone,20433513.15,199733948.67018288
1.294817861,65483424700.0,6449.897401,0.199433014,fixed-free,Epoxy,7845055.624,269911556.0297405
1.039453674,142358000000.0,5492.380377,0.156196138,free-free,Epoxy,15080256.2,668287038.5893662
0.863131747,90288978756.0,4509.647072,0.071452843,fixed-fixed,Epoxy,8208976.384,174727028.11680186
1.166140101,46847223483.0,,0.205635257,free-free,Epoxy,5144006.295,131377821.91263479
1.706012768,94254840322.0,5813.54674,0.121962076,fixed-fixed,Epoxy,11674399.34,469880204.95738643
0.5029995,28430629812.0,2476.186927,0.126346035,free-free,Silicone,2899184.601,51177398.78051299
0.67086863,37237290927.0,8196.613268,0.154392676,fixed-free,Silicone,1513108.263,157089751.93614003
0.52371488,100762000000.0,8204.717252,0.162601448,fixed-free,Acrylic,3817736.331,498410776.5939117
0.567444412,83494929419.0,5234.953233,0.132086115,fixed-fixed,Acrylic,4247679.728,338153981.3454088
1.893159555,177186000000.0,2374.865172,0.035685722,free-free,Polyurethane,71531308.48,560203994.5201186
1.651643303,72200316227.0,5504.223116,0.076730361,fixed-free,Acrylic,9726309.022,227607616.8109844
1.14294331,116747000000.0,1486.4115,0.191213648,fixed-fixed,Acrylic,44936899.55,
0.696742356,120883000000.0,1233.412951,0.052816208,fixed-fixed,Epoxy,32624978.78,141798975.9482415
1.269790899,2556853016.0,2886.854063,0.081920923,fixed-free,Epoxy,629648.7386,6306207.644683637
1.254129986,132976000000.0,4395.115691,0.092368303,fixed-free,Acrylic,20283214.07,465933904.7260066
0.731740507,38535915013.0,7043.28626,0.089489831,fixed-fixed,Polyurethane,2003291.447,137131184.18094406
1.156992157,188577000000.0,6337.869442,0.127845641,free-free,Epoxy,20035071.34,583503192.8256584
1.12343949,31742181832.0,6299.507445,0.1825964,free-free,Acrylic,2515589.848,39020105.03053428
1.270208524,87894620586.0,3747.286838,0.056834884,free-free,Acrylic,15899918.1,202197202.60070184
1.450816483,17044630142.0,3375.484459,0.032012841,fixed-fixed,Silicone,3542895.404,37699064.50921015
0.562752294,183476000000.0,3624.186389,0.046560895,fixed-free,Polyurethane,16289599.69,259788687.5040604
1.085879663,99254755467.0,,0.174751727,fixed-fixed,Silicone,7096964.543,111555685.98425613
1.509513409,111966000000.0,1275.727363,0.126185533,fixed-free,Polyurethane,64415483.95,128003467.20619904
1.244472138,14380711747.0,6907.316493,0.062053683,free-free,Epoxy,1166399.377,16570682.975333387
1.751836207,144096000000.0,5267.675898,0.156236564,free-free,Polyurethane,26669393.63,352279011.7994267
1.571974921,39466379138.0,4030.716285,0.164716254,fixed-free,Acrylic,7862231.758,168599780.27657732
,192994000000.0,6167.21261,0.168160634,fixed-free,Acrylic,9957231.596,329642359.98103637
0.569514336,43126098925.0,4197.443465,0.19406065,fixed-fixed,Polyurethane,2873775.458,61341733.337585285
,42257787243.0,6947.756588,0.058461829,free-free,Polyurethane,3668707.419,
0.581998094,,7606.12025,0.149382039,fixed-fixed,Polyurethane,279424.8706,
1.368971718,92884641760.0,3728.054671,0.089263667,fixed-fixed,Silicone,16595646.42,119342819.41025959
1.82940815,114470000000.0,2650.469171,0.158088246,fixed-fixed,Polyurethane,39848191.25,345348267.46857417
,13370749483.0,5195.912079,0.142005419,free-free,Epoxy,1703357.071,57359836.571087666
1.13983664,161639000000.0,7492.227879,0.159751776,fixed-fixed,Silicone,10985131.86,318088402.2799955
1.349968215,92013435746.0,2627.6795,0.132551422,fixed-fixed,Silicone,28165814.93,450239165.04291356
1.114527439,,5364.501591,0.046027315,fixed-fixed,Polyurethane,11720782.69,
1.2651221,96818552598.0,5666.370168,0.118493261,fixed-fixed,Epoxy,10465745.23,152116511.04996118
2.024396432,77416632164.0,5685.099153,0.187404223,fixed-fixed,Silicone,12812573.69,259706705.68816102
1.126642829,116868000000.0,2054.050528,0.189452789,fixed-fixed,Acrylic,30787418.41,307658849.6529762
1.939905978,29822391240.0,6004.345318,0.017473845,free-free,Silicone,4783142.298,62267830.40396791
1.903909621,36879461106.0,7938.266849,0.043194069,fixed-fixed,Polyurethane,4813199.983,182219594.82345194
0.781868511,173435000000.0,2401.885462,0.031929386,fixed-free,Epoxy,30402256.15,719567281.9309533
0.611158138,177281000000.0,2731.69647,0.151741623,fixed-fixed,Polyurethane,21297187.92,783848398.7885139
0.676146488,71481002150.0,7543.013677,0.169032477,fixed-fixed,Acrylic,3005704.102,317673476.007906
0.533756144,50551378676.0,2468.737653,0.049645596,free-free,Acrylic,6483569.662,120407808.66912366
0.600811958,134956000000.0,7445.627084,0.110805652,free-free,Acrylic,6280589.781,218350940.56091455
,82822146077.0,4271.10735,0.165827568,fixed-free,Polyurethane,13830916.1,99316728.26391102
0.584074187,4961026992.0,2680.22166,0.14100709,fixed-free,Silicone,563268.6191,7993948.279331047
0.988407164,31935499536.0,7008.411523,0.105717332,free-free,Polyurethane,2394453.623,151876799.71758083
1.725334156,150530000000.0,4035.805797,0.123006731,free-free,Epoxy,31825063.46,709089954.7201487
0.567222597,123837000000.0,4857.13606,0.106974094,fixed-fixed,Silicone,6536048.761,378818726.1142981
1.759619405,5577507236.0,3494.563724,0.066198768,free-free,Acrylic,1390836.451,11093530.11055466
0.954595331,46231949355.0,5324.105096,0.125484436,fixed-free,Polyurethane,3724128.443,125696958.3637925
0.659353375,46519520097.0,2195.540678,0.145073039,fixed-fixed,Acrylic,7378122.822,59888352.27053698
1.607900044,138960000000.0,4088.081099,0.181933479,fixed-free,Acrylic,25553176.73,177046308.587229
1.386340562,3745545856.0,7859.704061,0.131478952,fixed-fixed,Epoxy,352070.8652,4030809.180658081
1.883568585,21131125888.0,2786.499261,0.158395429,free-free,Silicone,7111539.544,44492060.84960263
1.604940931,161064000000.0,5517.423546,0.039514321,fixed-free,Epoxy,23039185.75,476632468.3965144
1.711997136,34914789298.0,3491.618819,0.104208447,fixed-fixed,Epoxy,8865071.358,151052010.71378964
0.98360896,127971000000.0,6248.333667,0.011455336,fixed-fixed,Epoxy,9225731.266,
0.783366112,47449884955.0,2099.679981,,free-free,Acrylic,8924523.032,96655941.54778014
1.596654021,20128757814.0,7776.912878,0.136349067,free-free,Epoxy,1944940.027,67047524.55697856
1.761607484,49531094105.0,3920.803927,0.20149853,free-free,Epoxy,9672124.003,123265712.21609828
1.97348763,138308000000.0,2466.682046,,fixed-free,Silicone,55142977.9,224586231.8943731
